Hours,dni,dhi,ghi,wind_speed,temp_air
0.5,0.84,0.481667,0,4.66333,5.59167
1.5,0.72,0.343333,0,4.04167,5.63167
2.5,0.851667,0.336667,0,4.03167,5.71833
3.5,1.36833,0.218333,0,3.23833,5.835
4.5,0.743333,0.161667,0,1.70167,5.37333
5.5,0.565,0.05,0,0.866667,5.07333
6.5,1.125,0.0333333,0,1.19333,5.07333
7.5,1.135,0.0433333,0,2.70333,5.13833
8.5,1.25667,0.03,0,2.075,5.20167
9.5,0.815,0,0,2.58833,5.35333
10.5,0.371667,0.0983333,0,2.03333,5.13
11.5,0.836667,0.11,0,2.52167,4.925
12.5,1.08167,4.97167,2.71667,1.93,4.78
13.5,309.583,31.27,68.62,1.78667,5.245
14.5,688.672,55.9717,223.503,6.75833,5.83833
15.5,778.318,87.055,360.573,6.16,6.875
16.5,253.228,95.0433,197.183,5.355,7.78
17.5,0.00333333,55.9083,54.71,6.71833,7.25667
18.5,0.108333,45.695,43.9217,8.14167,6.94667
19.5,0.035,24.8133,21.9583,7.275,7.10667
20.5,21.305,33.7417,33.5,4.96167,7.41667
21.5,0.52,12.93,10.645,4.42833,7.89167
22.5,0.238333,0.498333,0,5.23,7.22
23.5,0.436667,0.445,0,5.38833,7.19333
24.5,0.0433333,0.593333,0,8.735,7.59333
25.5,0.798333,0.863333,0.00333333,10.22,5.185
26.5,0.986667,0.63,0,7.41167,3.32167
27.5,1.11833,0.565,0,9.18167,3.325
28.5,1.66667,0.881667,0,10.3167,1.69667
29.5,3.69667,0.661667,0,9.995,1.25667
30.5,1.64167,0.721667,0,8.61,0.723333
31.5,0.735,0.733333,0,10.0017,-0.206667
32.5,0.788333,0.79,0,8.02167,-1.60333
33.5,1.22833,0.668333,0,8.29667,-1.29833
34.5,1.16333,0.771667,0,8.285,-1.16667
35.5,1.05,0.718333,0,9.34833,-1.09667
36.5,0.861667,4.00333,1.64667,7.12833,-1.18667
37.5,1.09167,32.7967,29.5717,7.485,-1.15833
38.5,8.24167,85.9683,85.17,8.21333,-1.09667
39.5,16.98,125.03,128.688,8.99,-0.885
40.5,254.94,197.467,302.647,9.73333,-0.513333
41.5,103.035,218.558,263.867,8.76167,-0.505
42.5,77.3933,193.788,223.837,8.99333,-0.383333
43.5,222.008,174.878,243.93,8.04,-0.488333
44.5,128.693,93.8117,121.662,7.74333,-0.668333
45.5,39.1933,17.56,16.4417,6.37833,-2.16
46.5,1.43833,1.10167,0,6.98,-1.925
47.5,1.4,0.73,0,6.83,-2.35833
48.5,1.90667,0.648333,0,5.83,-2.46167
49.5,1.89,0.605,0,5.28667,-2.85333
50.5,2.21667,0.565,0,5.02667,-3.06667
51.5,2.145,0.663333,0,5.79667,-3.18333
52.5,2.04667,0.586667,0,5.10667,-3.47167
53.5,2.16667,0.568333,0,4.96,-3.72
54.5,2.25167,0.443333,0,3.77667,-4.32833
55.5,3.38333,0.213333,0,2.63333,-4.88833
56.5,3.26333,0.275,0,3.23833,-5.02
57.5,2.59667,0.458333,0,4.29167,-5.59
58.5,2.43667,0.533333,0,4.65333,-6.23333
59.5,2.09,0.466667,0,4.105,-6.63167
60.5,1.57667,5.37,2.87333,5.245,-6.86
61.5,303.45,42.135,78.3583,3.67833,-7.10333
62.5,466.132,100.588,202.903,4.31333,-6.825
63.5,35.2567,164.54,173.592,4.40167,-6.98333
64.5,15.4667,177.833,182.242,3.40167,-7.06
65.5,43.6983,233.587,250.068,4.35333,-6.79667
66.5,1.12667,109.203,107.995,4.59,-8.13
67.5,10.3017,131.848,130.375,4.05667,-8.36667
68.5,473.513,84.64,168.397,3.75167,-7.44333
69.5,36.7733,27.7517,27.4217,4.04833,-8.73667
70.5,2.20167,0.976667,0.05,4.29833,-9.395
71.5,1.21,0.518333,0,4.30833,-10.7067
72.5,1.58667,0.448333,0,4.05333,-12.0133
73.5,2.52,0.32,0,3.76833,-12.9367
74.5,2.23167,0.333333,0,2.7,-13.93
75.5,4.60833,0.263333,0,1.74167,-15.34
76.5,6.13167,0.225,0,1.27833,-16.7267
77.5,6.94333,0.346667,0,0.673333,-16.4317
78.5,5.555,0.348333,0,0.461667,-16.5767
79.5,7.12333,0.385,0,0.711667,-16.2767
80.5,5.63333,0.338333,0,0.551667,-17.4
81.5,7.39167,0.233333,0,0.358333,-16.4467
82.5,11.68,0.0433333,0,0.533333,-13.7517
83.5,10.0817,0.191667,0,0.388333,-12.3717
84.5,8.665,5.27833,3.88333,0.72,-12.1117
85.5,10.1317,60.3717,58.2983,1.76333,-11.0667
86.5,28.55,136.898,139.51,3.18667,-9.07167
87.5,8.57,173.938,174.683,4.39,-7.60167
88.5,1.85833,192.538,192.013,4.04167,-6.85
89.5,1.99833,194.978,195.835,4.43833,-6.02333
90.5,0.115,145.193,145.018,4.25833,-5.26667
91.5,0.451667,111.545,111.583,5.77167,-5.44833
92.5,68.8167,113.765,122.697,6.17833,-4.63167
93.5,91.3567,35.1983,39.6867,6.38,-4.29833
94.5,3.40167,0.488333,0,2.72833,-4.16167
95.5,2.99333,0.226667,0,2.645,-3.50833
96.5,2.44667,0.246667,0,2.74333,-3.84333
97.5,2.76333,0.25,0,2.47333,-5.41333
98.5,4.9,0.198333,0,2.255,-6.51833
99.5,7.13833,0.045,0,2.36667,-4.995
100.5,5.10833,0.156667,0,3.885,-2.81167
101.5,2.735,0.22,0,3.37333,-2.06833
102.5,2.63167,0.323333,0,3.70833,-1.69833
103.5,2.51333,0.311667,0,3.52667,-1.535
104.5,2.915,0.425,0,4.13667,-1.43833
105.5,2.61,0.451667,0,4.23667,-1.50167
106.5,2.315,0.311667,0,3.65333,-1.47833
107.5,2.43167,0.16,0,2.96667,-1.30333
108.5,1.88667,1.97,0.776667,3.9,-0.976667
109.5,1.97833,21.5033,19.4433,3.40333,-0.74
110.5,1.15833,59.5,56.6583,5.49,-0.356667
111.5,0.45,84.5867,81.9167,6.47833,-0.301667
112.5,0.825,165.667,163.695,5.54667,-0.0566667
113.5,0.89,206.122,203.522,6.48833,0.458333
114.5,3.65333,240.257,238.722,6.39,0.873333
115.5,241.063,197.895,260.917,5.40833,1.52167
116.5,479.437,84.0733,168.95,4.77667,2.11167
117.5,151.548,24.2117,33.4767,3.005,1.71667
118.5,1.295,0.705,0.0733333,0.971667,-0.075
119.5,4.05,0.175,0,1.605,0.671667
120.5,2.925,0.228333,0,0.863333,0.351667
121.5,4.74667,0.141667,0,1.31,-0.183333
122.5,4.36,0.158333,0,1.72833,0.12
123.5,4.51667,0.185,0,1.78333,1.04833
124.5,3.085,0.165,0,2.68167,1.90167
125.5,2.92,0.165,0,4.035,2.90333
126.5,1.25333,0.241667,0,4.87667,3.98333
127.5,1.385,0.205,0,4.62667,4.48
128.5,0.781667,0.205,0,4.41333,4.98667
129.5,0.751667,0.185,0,2.06,3.15333
130.5,3.27,0.168333,0,2.11667,3.09667
131.5,2.70167,0.158333,0,2.41333,4.445
132.5,2.085,4.58833,2.63167,2.49833,4.49833
133.5,347.483,30.4233,73.1567,3.09333,5.28167
134.5,737.632,49.2483,228.457,4.75833,7.27333
135.5,830.163,57.7267,350.767,5.48167,8.35
136.5,871.595,60.9717,424.883,5.695,8.92667
137.5,882.807,61.135,445.585,6.195,10.6867
138.5,857.58,59.1667,405.243,6.77167,12.0167
139.5,811.352,53.645,310.615,6.10333,13.2167
140.5,682.57,40.275,169.143,5.735,13.945
141.5,347.493,20.1417,41.715,4.35167,13.5267
142.5,0,0.943333,0.331667,2.105,10.1833
143.5,0.166667,0.075,0,1.775,9.72833
144.5,1.95167,0.0166667,0,2.94,11.24
145.5,0.0216667,0.0716667,0,2.32,9.88333
146.5,1.38167,0.0183333,0,3.58333,10.0867
147.5,1.95,0.198333,0,5.70833,11.99
148.5,0.54,0.413333,0,6.05833,12.0517
149.5,0.188333,0.575,0,7.375,11.4567
150.5,0.12,0.548333,0,7.58667,10.8783
151.5,0.106667,0.503333,0,6.74,10.465
152.5,0.576667,0.13,0,4.16833,10.11
153.5,0.206667,0.0533333,0,3.525,10.4533
154.5,0.288333,0.105,0,4.05167,9.935
155.5,0.115,0.0583333,0,3.60833,8.86
156.5,1.675,4.775,2.265,5.02,8.955
157.5,291.16,35.8217,70.715,5.1,9.70833
158.5,215.95,99.19,141.348,6.12333,10.2383
159.5,292.315,146.3,252.848,7.59833,10.715
160.5,322.987,238.582,370.313,8.27333,11.3683
161.5,144.39,246.475,306.663,7.86167,11.205
162.5,66.6317,198.002,220.192,7.345,11.1467
163.5,607.775,112.49,297.13,7.30167,11.6367
164.5,632.508,58.3517,175.998,7.385,11.4067
165.5,314.633,23.2967,44.0767,6.79667,10.2733
166.5,0,1.19833,0.0533333,4.87167,8.31667
167.5,0.165,0.0416667,0,2.24,6.84833
168.5,0.331667,0.0333333,0,2.50167,6.09333
169.5,0.403333,0.0883333,0,3.21833,5.05
170.5,0.566667,0.113333,0,2.77167,4.29833
171.5,1.23667,0.176667,0,1.13,2.52
172.5,4.18,0.0916667,0,1.01,2.24833
173.5,4.05833,0.116667,0,1.01167,2.395
174.5,2.63333,0.111667,0,0.686667,2.81333
175.5,3.09667,0.113333,0,0.975,2.775
176.5,3.57333,0.136667,0,0.866667,2.72833
177.5,3.55,0.115,0,0.935,2.35167
178.5,3.28833,0.116667,0,1.95167,2.65
179.5,2.32,0.131667,0,1.53167,2.375
180.5,2.25833,1.975,0.625,2.31167,2.40167
181.5,2.40167,33.2,31.1383,2.315,2.29333
182.5,38.6433,109.863,118.68,3.69,2.345
183.5,92.685,174.597,204.098,4.80167,2.29667
184.5,199.64,182.045,261.212,5.34833,1.91833
185.5,142.75,217.715,276.8,4.70167,1.91833
186.5,31.3117,212.56,222.267,4.285,1.85333
187.5,324.663,148.06,243.697,3.97167,2.02333
188.5,230.968,72.2633,119.442,4.52667,1.865
189.5,190.77,30.7333,34.4267,3.135,1.44833
190.5,1.47333,1.3,0.275,1.515,0.563333
191.5,1.76333,0.223333,0,0.44,-1.35
192.5,3.5,0.216667,0,0.685,-1.65
193.5,4.66333,0.22,0,0.341667,-2.295
194.5,4.145,0.2,0,0.306667,-3.00667
195.5,4.83667,0.185,0,0.466667,-3.15167
196.5,6.15333,0.163333,0,0.275,-3.405
197.5,6.48167,0.151667,0,0.22,-3.09167
198.5,5.58,0.126667,0,0.23,-2.74
199.5,5.785,0.141667,0,0.54,-2.555
200.5,4.62167,0.173333,0,0.933333,-2.43833
201.5,4.35833,0.0983333,0,1.26333,-2.18167
202.5,4.88833,0.17,0,1.01,-1.60333
203.5,3.89667,0.181667,0,0.665,-2
204.5,4.99333,4.925,3.40667,0.451667,-2.64167
205.5,276.848,33.7,67.6467,0.481667,-1.85167
206.5,750.453,52.5617,234.582,0.835,0.485
207.5,854.753,61.1533,364.843,2.59333,0.798333
208.5,900.325,65.4867,443.518,3.24833,1.62333
209.5,910.063,66.5083,467.037,3.65167,2.46333
210.5,875.207,69.815,426.392,2.65,3.48333
211.5,748.357,95.7033,339.337,3.52,3.72167
212.5,359.2,93.3383,163.695,4.24667,3.06667
213.5,64.5317,33.45,35.0267,4.79,2.26833
214.5,0.186667,1.32,0.0816667,5.615,1.435
215.5,0.305,0.498333,0,6.43333,1.07833
216.5,0.605,0.401667,0,4.46167,0.778333
217.5,1.145,0.223333,0,4.14667,0.78
218.5,1.025,0.176667,0,3.265,0.723333
219.5,1.42333,0.16,0,2.32167,0.34
220.5,3.14833,0.203333,0,0.581667,-1.27
221.5,4.02333,0.18,0,1.12167,-1.37833
222.5,3.485,0.206667,0,4.70333,2.64167
223.5,1.56167,0.151667,0,3.35,1.07
224.5,2.205,0.175,0,3.615,1.84
225.5,2.16833,0.243333,0,4.64,2.66167
226.5,0.865,0.243333,0,3.82833,2.655
227.5,1.35833,0.16,0,2.865,2.45667
228.5,0.921667,6.48667,4.685,3.78667,2.36
229.5,320.373,54.6933,94.9817,3.45667,2.28333
230.5,331.682,177.762,248.875,5.30833,3.03
231.5,163.365,207.043,260.238,5.68167,2.89667
232.5,1.405,171.998,171.472,4.12,3.13167
233.5,7.89167,199.473,199.49,3.98,3.61167
234.5,85.5933,175.787,206.37,4.56833,4.87667
235.5,191.567,129.353,180.7,4.74667,6.03333
236.5,364.172,81.0383,150.218,5.38167,6.48833
237.5,231.99,31.785,47.575,3.14,6.19
238.5,0.276667,1.24333,0.501667,0.88,4.535
239.5,1.445,0.155,0,0.651667,3.15
240.5,1.03,0.24,0,0.45,1.57
241.5,2.74,0.206667,0,0.711667,0.483333
242.5,3.61,0.193333,0,0.618333,-0.286667
243.5,4.245,0.188333,0,0.531667,-1.31833
244.5,4.27,0.196667,0,0.296667,-1.93167
245.5,4.76667,0.225,0,0.541667,-2.41333
246.5,5.16667,0.186667,0,0.59,-2.44667
247.5,4.935,0.186667,0,0.683333,-2.595
248.5,3.785,0.206667,0,0.918333,-3.33333
249.5,5.23833,0.223333,0,0.668333,-3.83
250.5,5.41167,0.153333,0,0.821667,-4.05167
251.5,3.915,0.363333,0,2.17667,-4.215
252.5,4.475,4.90167,3.005,1.42833,-4.22333
253.5,281.947,46.1367,78.7417,0.871667,-3.305
254.5,554.602,101.537,241.142,0.83,-0.828333
255.5,809.093,74.4967,361.508,2.305,3.96
256.5,292.743,141.08,260.17,2.43667,4.96833
257.5,146.685,212.088,277.35,2.98833,5.465
258.5,17.2317,198.588,206.472,3.48167,5.75167
259.5,0,58.4717,57.3317,2.02333,5.545
260.5,0.0483333,22.2783,18.8217,1.94333,4.35667
261.5,1.21167,7.52333,4.26833,2.625,3.85
262.5,0.395,0.473333,0,3.19667,3.72167
263.5,0.41,0.275,0,3.89333,3.78
264.5,0.66,0.156667,0,3.82,4.10667
265.5,0.571667,0.145,0,3.87167,4.525
266.5,0.243333,0.0833333,0,5.02,4.66833
267.5,0.05,0.1,0,5.02333,4.53667
268.5,0.373333,0.03,0,3.32,3.865
269.5,1.95,0.0366667,0,2.01333,3.235
270.5,1.16667,0.00166667,0,3.635,2.47667
271.5,2.085,0,0,2.90167,2.265
272.5,2.48833,0.00333333,0,2.86167,2.16333
273.5,3.70667,0.00166667,0,0.945,2.20667
274.5,3.87667,0.00333333,0,0.575,2.29167
275.5,3.07667,0.103333,0,1.175,2.18667
276.5,4.36167,1.45167,0.0183333,0.613333,2.25
277.5,2.93333,18.0133,13.8067,1.085,2.32167
278.5,2.81167,47.2783,43.7733,1.79833,2.54167
279.5,6.62167,123.06,119.227,0.686667,3.45833
280.5,3.35,149.687,146.088,1.745,4.23
281.5,1.18,102.452,98.7017,2.60667,4.86833
282.5,1.815,68.66,64.5067,2.325,4.98167
283.5,1.35,66.3,62.7917,3.29,5.59333
284.5,1.09333,51.9183,48.4467,2.53833,6.12333
285.5,0.638333,9.09833,5.61,2.39,6.40833
286.5,1.02333,0.373333,0,1.88833,6.78667
287.5,1.11,0.0366667,0,1.08,7.12
288.5,0.303333,0.0916667,0,0.84,6.92
289.5,0.248333,0.201667,0,4.37833,7.24667
290.5,0.323333,0.241667,0,2.485,7.16667
291.5,0.146667,0.0766667,0,1.99167,6.845
292.5,0.326667,0.0283333,0,2.11333,5.45833
293.5,1.49833,0.0366667,0,1.645,5.51167
294.5,0.425,0.405,0,6.55167,5.33667
295.5,1.66167,0.855,0,9.77667,2.12
296.5,1.57667,0.961667,0,8.70167,0.151667
297.5,1.81667,1.01167,0,9.00833,-1.36833
298.5,2.38,1.16333,0,8.97167,-2.72833
299.5,2.24,1.03167,0,8.88,-4.09667
300.5,2.195,3.73667,1.65,9.35667,-5.15167
301.5,1.95667,30.8883,27.4217,10.6867,-5.65667
302.5,11.4,86.7333,86.13,10.6417,-6.05667
303.5,4.07833,175.772,173.75,11.6867,-6.43833
304.5,97.495,263.557,304.023,11.8783,-6.21333
305.5,5.125,220.067,221.42,11.835,-6.48167
306.5,6.24333,168.447,169.942,11.0383,-6.45833
307.5,2.18667,140.897,139.962,10.9483,-6.05333
308.5,3.94167,97.4633,96.285,10.8083,-5.435
309.5,0.591667,33.5817,31.0417,10.9217,-5.52333
310.5,0.716667,1.72833,0.321667,11.1317,-5.715
311.5,0.988333,0.703333,0,9.86167,-5.78667
312.5,0.901667,0.708333,0,9.58667,-5.7
313.5,0.916667,0.725,0,8.86667,-5.86667
314.5,1.11833,0.795,0,8.03667,-5.91667
315.5,1.18333,0.768333,0,7.62833,-5.96667
316.5,1.12333,0.821667,0,7.755,-6.045
317.5,1.27833,0.801667,0,7.62667,-6.18667
318.5,1.25333,0.811667,0,7.53333,-6.2
319.5,1.445,0.763333,0,6.405,-6.19833
320.5,1.445,0.791667,0,6.13833,-6.22333
321.5,1.37833,0.803333,0,6.38333,-6.36167
322.5,1.375,0.796667,0,5.98,-6.57333
323.5,1.64333,0.728333,0,5.72167,-6.58
324.5,1.41833,3.35,1.39167,5.26,-6.61833
325.5,1.23833,35.885,33.1833,6.405,-6.425
326.5,57.7133,144.818,156.17,6.11,-5.96667
327.5,194.327,195.585,259.658,6.42333,-5.17
328.5,241.93,229.263,332.428,6.77667,-4.565
329.5,52.11,186.733,206.548,6.235,-4.36833
330.5,5.43167,163.688,161.99,6.64333,-4.305
331.5,71.735,134.055,152.88,6.45,-4.34167
332.5,41.0233,107.55,114.232,5.85833,-4.31833
333.5,0.335,28.6,25.9533,5.48833,-4.44
334.5,1.57667,1.295,0.12,4.595,-4.665
335.5,1.745,0.605,0,4.7,-4.86167
336.5,1.385,0.631667,0,5.19833,-5.21833
337.5,1.83833,0.393333,0,4.03333,-5.74833
338.5,2.17833,0.498333,0,4.92833,-5.76667
339.5,2.23,0.485,0,4.475,-5.99167
340.5,2.45833,0.465,0,4.41667,-6.10833
341.5,2.86333,0.375,0,3.51,-6.17833
342.5,2.87,0.321667,0,2.96833,-6.39167
343.5,3.28833,0.288333,0,2.79667,-6.61333
344.5,2.345,0.316667,0,2.82,-7.245
345.5,2.35,0.316667,0,2.75833,-8.275
346.5,2.59167,0.276667,0,2.26667,-9.47
347.5,3.68167,0.308333,0,1.13333,-10.41
348.5,6.605,5.73833,3.69,0.985,-10.945
349.5,449.788,31.8,90.585,1.75833,-10.9117
350.5,843.153,48.51,262.56,2.49,-9.92667
351.5,934.148,58.0667,397.7,2.08833,-8.67667
352.5,973.622,62.07,481.417,1.88,-7.09167
353.5,980.05,62.9883,507.113,2.43833,-5.76833
354.5,955.365,62.3167,467.03,3.16,-4.85833
355.5,900.54,57.1633,364.307,3.245,-4.17833
356.5,788.08,47.4167,216.598,2.69333,-3.70833
357.5,502.838,27.3717,65.5367,2.19,-3.90167
358.5,13.8317,2.395,1.01833,1.45833,-5.01667
359.5,4.285,0.345,0,0.731667,-6.76167
360.5,4.51,0.346667,0,0.716667,-7.72167
361.5,7.76,0.228333,0,0.288333,-8.81333
362.5,5.99667,0.286667,0,0.575,-9.47167
363.5,6.73167,0.276667,0,0.508333,-10.1417
364.5,5.18167,0.193333,0,0.763333,-10.285
365.5,8.45167,0.138333,0,0.443333,-10.145
366.5,8.59833,0.171667,0,0.641667,-9.90667
367.5,6.17833,0.256667,0,1.02167,-9.53167
368.5,4.98333,0.206667,0,1.715,-9.32833
369.5,4.34167,0.308333,0,1.39667,-9.575
370.5,5.86,0.241667,0,1.45167,-9.21167
371.5,5.33333,0.2,0,1.93,-7.82667
372.5,4.41833,7.915,5.39,1.67167,-7.29333
373.5,383.752,43.1117,92.715,2.32167,-6.59333
374.5,752.197,60.5117,253.767,3.80167,-5.70167
375.5,807.838,86.8283,382.873,3.52833,-4.28667
376.5,675.567,136.643,427.748,3.59,-2.30167
377.5,747.84,122.825,463.9,3.89,-1.03333
378.5,856.26,81.885,449.405,5.745,0.045
379.5,115.328,125.232,169.95,6.815,0.415
380.5,84.21,108.283,130.34,6.54167,0.561667
381.5,1.16333,12.1683,9.89,6.18667,0.493333
382.5,0.373333,0.718333,0.0766667,4.13333,0.145
383.5,0.146667,0.655,0,4.295,0.546667
384.5,0.105,0.825,0,5.995,0.468333
385.5,0.928333,0.871667,0,4.12667,0.715
386.5,1.24333,0.361667,0,2.89167,1.17667
387.5,1.065,0.355,0,3.09333,1.255
388.5,1.545,0.345,0,3.47833,1.45167
389.5,1.94,0.368333,0,3.77833,1.44833
390.5,2.10167,0.776667,0,4.75167,1.43167
391.5,1.85833,0.728333,0,5.065,2.29333
392.5,1.5,0.298333,0,3.68167,2.58167
393.5,1.64333,0.331667,0,4.02333,3.12833
394.5,1.55833,0.461667,0,4.94667,3.89
395.5,1.38,0.378333,0,4.215,4.28
396.5,1.45167,1.47833,0.515,2.77333,4.28667
397.5,0.203333,12.9217,9.75,3.14167,4.26
398.5,1.07333,40.7717,38.4767,2.21,4.40167
399.5,47.5117,166.377,185.953,4.03833,5.54333
400.5,1.60833,71.605,71.5533,4.43667,5.62333
401.5,3.80667,75.6233,76.4367,9.37,6.00667
402.5,37.1717,172.948,194.537,9.10833,7.17833
403.5,0.866667,33.6633,31.435,5.58167,8.35
404.5,2.44,64.795,62.7983,7.66667,9.85167
405.5,54.5717,48.22,51.015,8.86333,9.88333
406.5,0.936667,2.93667,0.926667,9.625,10.7267
407.5,1.34833,0.44,0,9.06,12.3333
408.5,0.433333,0.526667,0,8.57833,12.5667
409.5,0.391667,0.641667,0,10.5967,12.45
410.5,0.32,0.585,0,11.945,10.755
411.5,0,0.573333,0,12.89,7.64
412.5,0.055,0.633333,0,9.96833,5.63667
413.5,0.113333,0.693333,0,9.26,4.36
414.5,0.531667,0.601667,0,9.77833,3.05167
415.5,1.20167,0.743333,0,6.13167,1.58667
416.5,1.71667,0.638333,0,6.40167,0.983333
417.5,1.31167,0.72,0,7.88167,0.548333
418.5,1.24667,0.738333,0,7.35667,0.0366667
419.5,0.848333,0.75,0,9.40333,-0.646667
420.5,0.275,6.49167,3.825,10.2333,-1.685
421.5,0.486667,36.2483,32.5867,8.78667,-2.45
422.5,0.71,79.495,76.105,7.08833,-3.025
423.5,2.04667,138.9,136.015,5.62333,-3.29
424.5,107.795,207.705,250.425,5.58667,-3.43833
425.5,59.02,260.342,283.933,5.58667,-3.19167
426.5,37.6933,213.897,227.412,5.54167,-3.265
427.5,23.1933,187.142,192.217,5.03167,-3.14833
428.5,210.43,118.19,152.448,4.16667,-2.97333
429.5,377.408,41.145,73.5917,3.25667,-3.01
430.5,10.04,3.08,1.44,3.52333,-3.95167
431.5,3.125,0.213333,0,2.87833,-4.78833
432.5,3.78167,0.205,0,1.70333,-5.90167
433.5,6.785,0.208333,0,0.818333,-6.25
434.5,7.21667,0.2,0,0.93,-6.30167
435.5,5.32833,0.296667,0,0.558333,-6.345
436.5,3.84833,0.276667,0,0.635,-7
437.5,6.79833,0.213333,0,0.275,-7.45333
438.5,5.76833,0.238333,0,0.488333,-8.01833
439.5,5.30833,0.245,0,0.773333,-8.675
440.5,6.47,0.251667,0,0.526667,-8.955
441.5,5.58333,0.24,0,0.665,-8.95333
442.5,7.055,0.253333,0,0.781667,-9.30167
443.5,5.80833,0.246667,0,0.713333,-9.62667
444.5,6.80167,6.52667,3.35333,1.53,-9.02167
445.5,330.338,52.3483,92.4033,1.89333,-6.39667
446.5,707.66,73.43,255.233,3.32833,-5.83667
447.5,524.743,175.473,365.003,5.14167,-4.765
448.5,207.257,276.917,368.118,4.84167,-3.73
449.5,12.4083,210.337,217.53,5.53833,-3.03833
450.5,0.44,121.502,121.523,5.44333,-2.63
451.5,0.786667,77.625,76.7717,7.55667,-2.26667
452.5,1.37167,55.7883,54.4933,6.28667,-1.92
453.5,0.993333,12.6467,10.4417,7.62,-2.055
454.5,0.618333,0.613333,0.0133333,5.61167,-2.68
455.5,1.64833,0.128333,0,3.46667,-2.705
456.5,2.39,0.221667,0,4.24333,-1.60167
457.5,1.795,0.128333,0,3.09833,-1.28833
458.5,1.445,0.33,0,4.185,-1.46833
459.5,1.35,0.616667,0,5.535,-1.94833
460.5,2.07333,0.466667,0,4.56333,-2.87333
461.5,1.48333,0.656667,0,5.975,-3.67333
462.5,1.39167,0.38,0,3.74667,-6.30667
463.5,3.62167,0.176667,0,1.975,-7.74167
464.5,2.905,0.198333,0,3.21167,-9.01833
465.5,5.00833,0.151667,0,2.55833,-9.295
466.5,3.25667,0.248333,0,3.32667,-9.67
467.5,2.21167,0.346667,0.0233333,0.941667,-10.8017
468.5,3.75,7.15833,5.28667,0.755,-12.25
469.5,489.818,39.945,103.218,1.07,-11.1417
470.5,473.133,91.055,212.845,1.31,-10.3517
471.5,874.992,75.98,401.908,1.715,-8.54667
472.5,978.79,72.1683,507.633,1.36333,-7.235
473.5,900.747,99.1417,521.71,1.005,-6.03833
474.5,332.053,222.792,368.048,0.906667,-5.675
475.5,316.267,206.432,314.103,0.573333,-4.18667
476.5,27.0417,117.202,122.665,1.35833,-5.74
477.5,6.93167,34.8733,33.56,1.32167,-5.905
478.5,3.95833,1.66833,0.86,0.85,-5.58667
479.5,5.15333,0.203333,0,0.865,-5.50333
480.5,2.305,0.215,0,2.22333,-5.64
481.5,3.28667,0.175,0,1.53833,-5.605
482.5,4.11833,0.151667,0,1.32167,-5.95
483.5,3.62333,0.17,0,1.11,-6.51167
484.5,3.39167,0.165,0,2.78833,-7.10167
485.5,2.985,0.143333,0,3.655,-7.30333
486.5,3.00333,0.118333,0,3.96333,-7.40333
487.5,3.22667,0.135,0,3.97667,-7.29667
488.5,3.35667,0.14,0,3.735,-6.99
489.5,3.09167,0.151667,0,3.555,-6.68833
490.5,3.68167,0.156667,0,2.995,-6.63667
491.5,4.12167,0.193333,0,3.035,-6.45667
492.5,4.35167,3.035,1.96833,3.06667,-6.555
493.5,4.96667,44.0933,42.18,3.09333,-6.43167
494.5,4.13167,87.8533,86.2367,2.93333,-6.04333
495.5,3.39667,140.442,138.493,2.52833,-5.57333
496.5,2.88833,238.957,236.597,2.86667,-5.04833
497.5,20.0083,348.398,353.202,2.955,-4.25167
498.5,9.26833,299.768,300.893,3.38333,-3.54167
499.5,39.005,248.948,260.335,2.62167,-2.81667
500.5,2.49167,114.467,113.058,1.53167,-2.03
501.5,0.8,44.135,42.435,2.44833,-1.305
502.5,2.49,3.73167,2.38333,1.765,-1.85833
503.5,0.475,0.426667,0.106667,0.403333,-5.135
504.5,5.775,0.168333,0,0.403333,-6.48333
505.5,4.985,0.25,0.02,0.82,-6.27667
506.5,2.98,0.251667,0.015,0.588333,-8.54
507.5,4.18667,0.285,0.0616667,0.521667,-9.03
508.5,5.75667,0.228333,0,0.491667,-9.975
509.5,3.83333,0.298333,0.03,0.598333,-10.7817
510.5,4.79667,0.248333,0,0.731667,-11.255
511.5,5.69,0.186667,0,0.631667,-12.0967
512.5,8.495,0.158333,0,1.32333,-10.4983
513.5,4.40667,0.28,0.01,1.24333,-10.0533
514.5,6.39333,0.158333,0,1.91,-9.695
515.5,4.58667,0.128333,0,2.995,-8.39667
516.5,4.29167,6.385,4.97833,2.94667,-7.53
517.5,3.79833,55.5817,54.3683,3.09667,-6.31167
518.5,1.84667,124.37,123.49,3.465,-5.685
519.5,1.42667,185.347,184.847,3.1,-5.165
520.5,0.985,222.177,222.41,2.27333,-4.62
521.5,0.71,255.402,256.258,2.365,-4.45333
522.5,0.343333,211.452,211.363,2.55,-4.28333
523.5,2,181.663,181.273,2.31833,-3.74833
524.5,0.253333,106.402,105.792,2.065,-3.59167
525.5,2.24333,49.1483,48.0833,1.97333,-3.63167
526.5,1.99333,2.605,1.79833,1.48167,-3.69333
527.5,2.66,0.193333,0,1.85167,-3.925
528.5,4.265,0.131667,0,1.22667,-3.53167
529.5,3.88,0.108333,0,1.22167,-3.135
530.5,3,0.145,0,1.29167,-3.19
531.5,2.72,0.175,0,1.37333,-3.12833
532.5,2.56833,0.17,0,1.74833,-2.955
533.5,3.01,0.155,0,1.65667,-2.705
